File,Line,Column,Type,Message,Source,Severity,Fixable
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/v1.php",1311,15,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/v1.php",1334,21,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/v2/Validator.php",1740,17,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/Generator/v1.php",112,21,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/Generator/v2.php",235,34,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/Generator/v2.php",272,21,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/v2.php",148,15,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/v2.php",166,15,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/v2.php",567,26,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/v2.php",613,26,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/v2.php",1857,21,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/PackageFile/v2.php",1896,15,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/Installer.php",592,30,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/Installer.php",1185,37,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/Installer.php",1274,29,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/Installer.php",1538,17,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/Installer.php",1682,24,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
"/usr/www/users/curvcjtsmt/site/wp-content/plugins/backwpup/sdk/PEAR/PEAR/Downloader.php",243,15,error,"Assigning the return value of new by reference is deprecated in PHP 5.3 and has been removed in PHP 7.0",PHPCompatibility.Syntax.RemovedNewReference.Removed,5,0
